timestamp,smoke,gas,temperature,humidity,shock,motion,status
1965,639,262,23.72,68.04,0,1,0
1966,624,256,23.96,67.01,0,1,0
1967,691,225,24.7,65.24,0,1,0
1968,663,232,23.84,68.36,1,0,0
1969,615,227,23.79,66.72,0,1,0
1970,639,279,26.17,67.04,0,0,0
1971,612,250,25.27,64.84,1,0,0
1972,583,287,23.0,65.42,0,0,0
1973,624,223,25.95,64.97,1,1,0
1974,680,291,26.02,62.65,0,1,0
1975,586,270,24.76,64.64,0,0,0
1976,646,243,24.48,66.56,0,0,0
1977,689,290,25.16,60.35,1,0,0
1978,599,288,25.43,65.28,0,0,0
1979,628,258,27.74,64.61,0,1,0
1980,633,231,25.76,66.13,0,0,0
1981,657,269,25.11,65.0,1,0,0
1982,622,296,24.48,64.42,0,0,0
1983,640,294,25.85,63.45,0,0,0
1984,697,281,24.92,62.63,0,0,0
1985,643,272,24.32,61.65,1,1,0
1986,581,276,24.78,67.18,0,0,0
1987,627,252,27.43,64.21,0,0,0
1988,682,267,23.5,66.74,1,0,0
1989,698,263,23.3,62.41,0,1,0
1990,655,259,25.35,64.85,0,1,0
1991,629,249,23.39,67.7,0,0,0
1992,629,277,25.41,69.83,0,0,0
1993,687,252,26.42,65.58,0,0,0
1994,594,220,24.83,64.95,0,1,0
1995,597,266,24.13,64.21,0,0,0
1996,620,262,24.38,66.98,0,1,0
1997,601,243,25.06,68.94,1,1,0
1998,691,237,23.21,64.7,0,1,0
1999,600,281,25.05,67.78,1,0,0
2000,697,253,22.31,65.69,0,1,0
2001,583,270,24.26,65.09,1,0,0
2002,624,247,25.54,65.9,0,0,0
2003,680,281,24.01,64.97,1,0,0
2004,600,266,26.01,65.88,0,0,0
2005,611,254,24.61,68.67,0,0,0
2006,647,264,23.65,68.07,0,0,0
2007,653,286,26.52,66.86,0,1,0
2008,667,236,24.21,66.55,0,1,0
2009,645,240,26.43,65.4,0,0,0
2010,672,272,26.31,72.19,1,1,0
2011,627,229,25.57,66.45,0,1,0
2012,632,258,26.32,66.98,0,0,0
2013,653,255,26.29,64.29,0,1,0
2014,670,252,26.16,67.41,0,1,0
2015,688,296,23.87,69.73,1,1,0
2016,581,266,28.13,66.79,1,1,0
2017,674,242,24.57,66.38,0,1,0
2018,592,222,22.88,65.19,0,0,0
2019,582,220,22.54,63.64,0,1,0
2020,664,245,23.17,66.59,1,0,0
2021,686,220,25.69,67.26,0,1,0
2022,631,230,25.01,67.76,1,1,0
2023,655,229,23.62,66.0,0,0,0
2024,596,277,24.74,58.8,0,0,0
2025,615,290,25.64,64.39,0,0,0
2026,608,293,26.19,67.8,0,0,0
2027,667,276,23.75,66.43,1,1,0
2028,654,222,24.43,67.75,0,1,0
2029,598,237,25.09,69.55,0,0,0
2030,582,291,23.43,61.39,0,0,0
2031,696,299,23.5,68.64,0,0,0
2032,656,290,25.52,68.0,0,0,0
2033,623,286,24.13,64.24,0,1,0
2034,580,236,25.4,63.33,0,0,0
2035,698,228,24.7,66.67,0,1,0
2036,585,272,24.14,68.36,0,0,0
2037,699,238,26.54,71.95,0,0,0
2038,696,256,26.89,64.27,0,0,0
2039,671,269,24.72,66.3,0,1,0
2040,611,220,24.59,66.02,0,0,0
2041,609,257,23.99,65.2,0,1,0
2042,652,243,25.46,64.38,1,0,0
2043,653,226,23.8,66.17,0,1,0
2044,651,246,25.81,65.26,0,1,0
2045,604,286,22.86,66.03,0,1,0
2046,672,293,24.91,68.25,0,0,0
2047,608,270,28.12,62.55,1,0,0
2048,691,221,26.07,65.59,0,0,0
2049,685,241,24.65,66.89,0,1,0
2050,611,299,26.25,63.96,1,1,0
2051,644,274,25.13,71.21,0,0,0
2052,665,245,25.13,64.72,0,0,0
2053,617,240,25.14,64.41,0,0,0
2054,649,252,27.31,67.38,0,1,0
2055,682,256,23.39,65.36,0,0,0
2056,619,277,22.93,66.25,1,1,0
2057,645,296,21.77,65.76,0,0,0
2058,667,285,26.5,66.58,0,0,0
2059,665,288,25.85,64.13,0,1,0
2060,610,258,24.31,64.21,0,1,0
2061,657,275,25.72,67.71,1,1,0
2062,595,296,26.16,68.33,1,0,0
2063,656,255,24.07,60.99,1,0,0
2064,636,251,26.3,65.32,0,1,0
2065,595,281,23.8,70.39,0,1,0
2066,601,236,25.89,65.51,1,1,0
2067,656,259,27.68,66.71,0,0,0
2068,595,247,26.63,68.13,1,0,0
2069,615,252,24.74,65.36,0,1,0
2070,666,298,25.64,68.54,1,0,0
2071,691,264,23.76,67.21,1,1,0
2072,603,232,23.8,64.29,0,1,0
2073,633,253,21.58,67.09,0,1,0
2074,605,270,23.3,64.71,1,1,0
2075,663,294,26.03,67.62,0,0,0
2076,631,268,25.64,66.8,1,1,0
2077,607,247,25.76,69.0,0,0,0
2078,625,288,25.94,62.23,0,1,0
2079,594,256,24.87,68.43,0,0,0
2080,665,250,23.88,66.58,1,1,0
2081,618,273,22.73,67.26,0,0,0
2082,643,265,25.18,64.46,0,1,0
2083,690,248,25.55,64.46,0,0,0
2084,640,258,23.21,63.75,0,1,0
2085,593,246,26.34,65.86,0,1,0
2086,660,263,25.93,69.21,0,0,0
2087,613,230,23.54,69.65,1,1,0
2088,696,240,25.11,66.84,0,1,0
2089,682,227,24.8,66.06,0,0,0
2090,595,232,25.36,67.54,0,1,0
2091,692,246,23.49,68.58,0,0,0
2092,676,249,25.07,68.22,0,1,0
2093,644,286,26.09,63.04,0,0,0
2094,625,291,24.72,65.87,0,1,0
2095,659,296,26.09,65.82,0,1,0
2096,603,255,21.76,63.64,1,1,0
2097,613,236,27.08,66.56,0,0,0
2098,629,291,24.49,69.65,1,1,0
2099,663,232,25.53,66.54,0,0,0
2100,624,256,23.99,65.26,0,1,0
2101,613,246,23.12,67.02,0,1,0
2102,659,244,26.56,64.19,0,1,0
2103,633,297,25.04,65.71,1,0,0
2104,641,299,24.33,65.08,1,1,0
2105,652,246,24.51,68.27,0,0,0
2106,596,268,25.29,62.54,0,1,0
2107,651,232,23.38,65.14,1,1,0
2108,690,271,27.36,66.93,0,0,0
2109,625,264,23.9,65.96,0,0,0
2110,597,289,26.3,68.75,0,0,0
2111,690,232,25.24,65.57,1,1,0
2112,684,247,23.36,65.4,1,0,0
2113,698,260,25.39,64.33,1,0,0
2114,667,226,24.96,64.99,0,0,0
2115,623,232,26.53,67.14,1,1,0
2116,606,244,24.92,68.43,0,0,0
2117,632,257,20.89,62.32,1,0,0
2118,595,235,23.73,65.62,0,1,0
2119,672,231,25.65,60.88,1,0,0
2120,628,271,23.53,61.73,1,1,0
2121,604,285,21.9,64.33,0,0,0
2122,594,269,24.63,69.86,0,1,0
2123,645,258,23.04,66.51,0,1,0
2124,618,287,24.95,65.52,0,1,0
2125,600,284,26.14,67.58,0,0,0
2126,694,269,23.45,66.17,1,0,0
2127,685,288,26.59,67.68,0,0,0
2128,631,242,25.53,67.73,0,1,0
2129,673,296,23.47,66.02,0,1,0
2130,658,242,23.85,64.41,0,0,0
2131,587,248,27.43,65.36,0,0,0
2132,644,239,22.51,66.31,0,0,0
2133,678,225,23.84,62.36,0,0,0
2134,586,263,25.06,62.44,0,1,0
2135,598,225,23.69,66.06,0,0,0
2136,606,232,25.63,65.57,1,1,0
2137,677,279,23.61,67.46,0,1,0
2138,689,294,24.17,64.26,0,0,0
2139,595,264,24.96,64.83,0,1,0
2140,591,281,25.51,68.41,0,0,0
2141,637,224,24.3,65.99,0,1,0
2142,628,240,23.84,62.14,0,1,0
2143,658,274,23.93,65.68,0,1,0
2144,633,230,25.96,66.66,0,1,0
2145,697,285,25.63,67.19,0,1,0
2146,671,241,26.01,64.24,0,1,0
2147,646,249,25.56,66.51,1,0,0
2148,592,231,25.62,65.49,1,0,0
2149,632,275,24.87,67.33,1,1,0
2150,696,252,25.28,63.31,0,1,0
2151,657,299,24.41,63.04,1,0,0
2152,658,240,25.98,62.97,0,1,0
2153,609,221,24.14,67.88,0,1,0
2154,637,260,25.52,64.48,1,0,0
2155,677,235,25.95,65.96,0,0,0
2156,645,287,24.22,64.21,0,1,0
2157,604,244,24.03,65.5,1,0,0
2158,673,249,26.39,65.13,0,1,0
2159,617,235,23.05,68.56,0,1,0
2160,620,234,25.3,63.97,0,1,0
2161,645,248,25.9,64.7,0,0,0
2162,614,229,25.72,65.18,0,0,0
2163,614,279,23.15,66.84,0,0,0
2164,696,237,25.78,65.91,0,1,0
2165,630,260,23.29,62.27,1,1,0
2166,699,257,24.08,65.01,0,0,0
2167,613,294,24.43,64.58,0,0,0
2168,661,259,25.48,65.05,1,0,0
2169,688,284,25.36,65.71,1,0,0
2170,581,247,24.82,64.43,0,1,0
2171,614,257,27.01,65.72,0,0,0
2172,617,278,24.69,66.5,0,1,0
2173,604,297,26.07,65.88,0,1,0
2174,603,278,21.26,66.1,0,0,0
2175,595,278,26.1,64.03,0,0,0
2176,699,265,25.26,65.98,0,1,0
2177,666,270,24.79,68.68,0,1,0
2178,608,260,24.67,63.58,0,1,0
2179,680,292,25.02,65.27,0,0,0
2180,699,252,27.41,63.91,0,1,0
2181,636,270,26.05,65.84,0,1,0
2182,598,246,23.99,67.69,0,0,0
2183,648,277,25.47,66.84,0,1,0
2184,597,261,26.89,67.5,0,0,0
2185,677,264,27.79,64.29,0,0,0
2186,647,273,23.96,68.27,1,0,0
2187,667,274,24.3,66.38,0,0,0
2188,604,245,25.62,64.27,0,0,0
2189,676,284,25.74,62.23,0,1,0
2190,624,245,25.17,67.24,0,1,0
2191,647,294,25.14,65.73,0,0,0
2192,641,231,25.83,66.81,0,0,0
2193,639,257,24.63,68.13,0,1,0
2194,681,279,25.12,67.0,1,1,0
2195,591,294,23.67,63.66,0,0,0
2196,600,242,23.22,65.94,0,0,0
2197,689,238,27.17,69.28,0,1,0
2198,655,246,22.76,67.58,1,0,0
2199,674,277,25.04,67.41,0,0,0
2200,695,228,22.32,67.82,0,1,0
2201,611,285,24.37,61.88,0,1,0
2202,679,240,24.55,62.6,1,1,0
2203,687,267,23.96,64.84,1,0,0
2204,587,292,23.51,65.83,0,1,0
2205,678,225,27.43,68.73,0,0,0
2206,652,225,25.67,64.04,0,1,0
2207,651,264,23.5,63.65,1,1,0
2208,622,297,25.89,66.63,0,0,0
2209,588,256,25.3,61.12,1,1,0
2210,615,283,24.99,67.52,0,0,0
2211,669,227,24.54,66.12,0,1,0
2212,596,283,28.22,65.24,0,1,0
2213,658,235,23.3,63.26,1,0,0
2214,684,273,25.97,67.65,0,0,0
2215,644,269,24.93,67.94,1,1,0
2216,607,241,25.28,68.33,0,0,0
2217,631,279,26.62,61.27,0,0,0
2218,669,229,25.11,69.51,1,0,0
2219,606,292,23.47,67.6,0,0,0
2220,665,242,23.01,65.48,1,0,0
2221,660,290,25.34,67.89,0,1,0
2222,586,289,25.74,65.93,0,1,0
2223,665,281,25.66,65.13,1,1,0
2224,639,279,25.26,65.66,0,1,0
2225,591,274,24.05,68.8,0,1,0
2226,629,222,25.23,64.3,0,1,0
2227,613,268,25.32,64.62,0,0,0
2228,684,269,24.7,66.78,0,1,0
2229,604,223,23.68,67.46,0,1,0
2230,653,229,23.96,69.18,1,0,0
2231,619,284,25.55,63.79,0,1,0
2232,584,242,23.09,68.59,0,0,0
2233,603,230,24.97,63.66,0,1,0
2234,670,227,25.27,64.77,0,1,0
2235,639,260,22.94,66.22,0,1,0
2236,653,293,23.86,67.99,0,1,0
2237,605,272,24.99,62.34,0,0,0
2238,625,272,23.98,64.25,0,0,0
2239,616,289,28.01,65.1,0,1,0
2240,697,224,23.35,65.39,0,1,0
2241,585,234,26.26,64.32,0,1,0
2242,621,265,25.0,67.17,0,0,0
2243,654,294,24.48,66.46,0,0,0
2244,663,278,23.89,68.58,0,0,0
2245,640,283,24.72,66.4,0,1,0
2246,644,281,26.19,68.72,0,1,0
2247,611,230,24.69,64.99,1,1,0
2248,617,286,27.06,68.28,0,0,0
2249,614,254,25.62,67.68,0,1,0
2250,678,291,26.1,68.46,1,1,0
2251,630,287,25.12,70.32,0,0,0
2252,624,260,25.07,67.08,1,1,0
2253,588,226,25.37,67.58,1,1,0
2254,613,220,25.13,68.85,0,1,0
2255,665,239,25.47,64.38,0,1,0
2256,626,233,24.93,69.7,0,0,0
2257,654,224,25.54,62.56,0,1,0
2258,675,255,25.49,68.43,0,1,0
2259,596,295,25.02,64.03,1,0,0
2260,661,237,25.19,69.27,1,1,0
2261,637,237,26.51,69.61,1,1,0
2262,589,288,24.43,62.31,1,0,0
2263,649,233,24.78,67.25,0,0,0
2264,631,257,25.41,71.01,1,0,0
2265,598,287,25.93,64.22,0,0,0
2266,688,249,26.03,66.96,1,1,0
2267,687,252,24.94,62.14,0,0,0
2268,650,276,25.72,68.13,0,0,0
2269,631,223,23.29,69.5,1,0,0
2270,683,280,23.64,67.15,0,1,0
2271,661,263,24.15,66.11,1,1,0
2272,623,233,25.57,65.93,0,1,0
2273,610,296,23.91,65.6,0,1,0
2274,676,280,23.02,69.53,0,0,0
2275,581,225,25.06,65.61,0,0,0
2276,654,294,26.53,63.73,0,0,0
2277,614,234,25.39,62.68,1,1,0
2278,604,294,24.62,63.69,0,1,0
2279,645,237,26.75,64.74,0,0,0
2280,654,281,23.65,65.16,0,1,0
2281,617,274,24.16,66.86,0,1,0
2282,622,255,24.57,69.3,0,0,0
2283,631,255,27.77,63.2,0,1,0
2284,588,240,24.61,67.72,0,0,0
2285,619,275,25.46,67.6,0,0,0
2286,670,227,24.92,68.39,0,0,0
2287,675,291,25.25,66.89,0,0,0
2288,585,276,25.32,63.9,0,0,0
2289,610,294,25.18,66.94,0,1,0
2290,582,237,25.24,61.55,0,1,0
2291,629,298,26.36,65.79,0,1,0
2292,608,229,25.17,65.22,0,1,0
2293,646,272,23.63,66.43,0,0,0
2294,649,226,26.02,67.3,1,1,0
2295,665,249,25.3,65.72,0,1,0
2296,638,261,25.57,66.44,1,0,0
2297,613,258,23.31,62.59,1,0,0
2298,597,264,25.45,64.24,0,1,0
2299,653,255,23.14,65.03,0,1,0
2300,596,290,25.14,61.8,0,0,0
2301,611,240,24.72,67.45,0,1,0
2302,593,234,22.09,67.64,0,0,0
2303,609,296,23.72,62.92,0,0,0
2304,666,255,26.87,65.66,0,1,0
2305,602,226,24.57,61.91,0,1,0
2306,695,227,24.84,65.18,0,1,0
2307,678,298,27.12,63.63,1,1,0
2308,693,267,23.57,67.16,1,0,0
2309,648,231,26.22,66.37,1,0,0
2310,675,235,24.55,69.14,1,0,0
2311,690,295,26.72,63.25,0,0,0
2312,696,225,25.9,66.53,0,1,0
2313,644,253,23.82,63.62,0,1,0
2314,585,282,24.41,64.24,0,1,0
2315,635,229,24.56,66.55,1,0,0
2316,609,297,22.46,65.15,0,0,0
2317,586,240,25.6,64.58,0,1,0
2318,598,267,23.63,66.87,0,0,0
2319,693,264,26.05,66.35,0,1,0
2320,653,259,26.18,62.34,0,0,0
2321,630,298,25.23,66.19,0,1,0
2322,685,261,27.56,68.32,0,1,0
2323,652,297,25.58,66.53,0,0,0
2324,697,227,23.64,64.5,1,1,0
2325,637,274,26.49,69.24,1,0,0
2326,627,223,23.87,66.62,0,0,0
2327,679,294,24.17,67.99,0,1,0
2328,607,296,25.67,67.36,0,1,0
2329,648,250,23.07,65.18,0,0,0
2330,607,235,24.38,67.67,0,0,0
2331,627,240,25.86,65.76,0,0,0
2332,640,269,24.98,64.09,1,1,0
2333,634,277,25.36,66.27,0,0,0
2334,690,251,25.57,68.54,0,0,0
2335,638,264,25.05,63.27,0,1,0
2336,590,225,25.56,65.33,1,1,0
2337,662,296,24.83,69.08,0,0,0
2338,641,265,25.21,68.3,0,0,0
2339,696,258,25.41,65.74,0,0,0
2340,611,227,23.86,64.12,0,0,0
2341,687,278,27.01,65.09,0,1,0
2342,606,296,24.18,65.08,0,1,0
2343,623,290,23.72,64.04,0,1,0
2344,678,226,24.05,67.75,0,1,0
2345,599,257,23.5,67.21,0,0,0
2346,599,269,27.12,64.98,0,0,0
2347,664,285,27.02,66.79,0,0,0
2348,643,228,25.45,64.31,0,1,0
2349,583,297,25.27,63.23,0,0,0
2350,643,233,25.52,64.5,0,0,0
2351,611,227,21.23,67.59,0,0,0
2352,683,237,26.05,68.45,0,0,0
2353,670,285,26.1,68.81,0,0,0
2354,596,297,26.05,63.79,1,0,0
2355,676,236,21.14,66.5,0,0,0
2356,597,278,23.04,62.89,1,1,0
2357,601,235,24.6,67.81,0,0,0
2358,646,231,24.67,65.4,0,0,0
2359,644,261,26.55,66.84,1,0,0
2360,658,250,24.87,65.29,1,0,0
2361,686,241,25.14,64.31,0,0,0
2362,692,245,25.47,63.17,0,1,0
2363,616,245,24.51,64.68,0,1,0
2364,614,248,25.85,66.8,0,1,0
2365,638,236,24.79,65.91,0,0,0
2366,580,280,24.98,66.2,0,0,0
2367,655,293,26.4,69.18,0,0,0
2368,695,234,23.9,67.85,0,0,0
2369,619,258,26.22,65.75,0,0,0
2370,679,234,23.47,66.75,0,0,0
2371,586,260,23.87,65.5,1,1,0
2372,603,297,24.78,64.26,1,0,0
2373,586,292,26.61,64.7,0,0,0
2374,658,229,24.57,62.74,0,1,0
2375,608,259,25.35,64.64,1,0,0
2376,680,281,25.59,63.64,0,0,0
2377,661,284,22.73,73.09,0,1,0
2378,599,256,26.01,70.14,0,0,0
2379,650,286,26.4,65.24,0,1,0
2380,666,258,21.83,67.71,0,1,0
2381,643,239,24.79,62.89,0,0,0
2382,676,258,25.25,64.6,0,1,0
2383,674,236,23.64,67.75,0,1,0
2384,585,267,26.4,65.3,1,0,0
2385,620,298,23.19,66.44,1,0,0
2386,660,290,25.45,68.82,0,0,0
2387,615,234,27.47,69.09,0,1,0
2388,678,271,25.55,62.9,1,0,0
2389,632,248,24.18,62.67,1,0,0
2390,589,295,24.99,67.07,0,1,0
2391,601,283,25.2,61.93,0,1,0
2392,665,251,26.09,58.48,0,0,0
2393,634,221,24.77,67.2,0,1,0
2394,689,286,23.81,65.31,0,0,0
2395,692,264,26.69,66.07,0,0,0
2396,661,281,27.22,67.08,1,1,0
2397,599,289,26.27,65.35,1,1,0
2398,693,258,26.94,67.46,0,0,0
2399,615,290,24.9,68.75,0,1,0
2400,629,244,25.82,66.03,0,1,0
2401,692,274,26.0,67.2,0,1,0
2402,634,228,26.32,66.39,0,1,0
2403,651,240,23.17,64.94,0,0,0
2404,697,225,24.27,67.59,0,0,0
2405,687,274,25.3,65.22,0,0,0
2406,650,258,22.89,67.3,0,1,0
2407,637,249,24.96,65.77,0,0,0
2408,693,271,26.04,65.21,0,1,0
2409,619,248,24.91,66.37,0,0,0
2410,648,283,25.09,68.88,0,1,0
2411,594,289,23.62,69.14,1,0,0
2412,686,253,25.76,66.65,0,0,0
2413,694,250,24.89,65.22,0,1,0
2414,611,261,24.79,65.87,0,1,0
2415,610,259,25.55,68.62,0,0,0
2416,589,251,22.18,62.62,1,1,0
2417,587,299,25.74,66.69,0,1,0
2418,655,257,25.73,66.97,0,1,0
2419,587,259,27.0,65.05,1,1,0
2420,690,293,24.72,65.91,0,0,0
2421,653,264,25.3,67.77,0,0,0
2422,589,246,23.26,64.15,1,0,0
2423,600,279,26.46,67.07,0,1,0
2424,605,270,25.28,66.21,0,0,0
2425,593,268,25.39,67.0,0,0,0
2426,691,269,23.55,65.38,0,0,0
2427,582,259,24.33,65.07,0,0,0
2428,588,240,24.94,67.31,0,1,0
2429,604,228,26.41,63.38,0,0,0
2430,595,256,23.99,63.57,0,0,0
2431,599,246,23.82,65.98,0,0,0
2432,594,232,26.6,62.65,1,0,0
2433,596,247,24.03,69.35,0,0,0
2434,676,274,25.07,63.77,0,1,0
2435,655,245,25.97,67.57,1,1,0
2436,631,237,25.29,68.55,0,1,0
2437,590,253,21.89,65.81,0,0,0
2438,597,240,24.25,67.69,1,0,0
2439,604,275,24.91,67.53,1,0,0
2440,628,284,25.41,67.22,1,0,0
2441,611,223,25.59,69.01,0,0,0
2442,659,237,24.26,65.5,0,0,0
2443,647,242,25.19,64.07,0,1,0
2444,682,244,23.39,67.48,1,0,0
2445,594,288,24.68,66.65,1,1,0
2446,696,245,23.43,64.92,0,0,0
2447,692,239,26.26,68.02,0,1,0
2448,687,252,25.99,68.47,0,1,0
2449,652,236,26.44,67.75,0,0,0
2450,676,263,24.14,67.91,1,0,0
2451,625,223,26.07,71.06,0,0,0
2452,699,254,24.42,64.73,0,0,0
2453,619,250,24.04,68.15,1,1,0
2454,617,255,24.62,66.52,1,0,0
2455,689,241,24.93,64.85,0,1,0
2456,685,237,25.08,67.66,0,0,0
2457,586,288,24.76,66.27,0,1,0
2458,587,293,26.11,66.45,0,0,0
2459,627,282,24.31,67.93,0,1,0
2460,674,251,24.49,68.68,0,1,0
2461,654,289,25.94,63.17,0,0,0
2462,645,251,25.05,65.66,0,1,0
2463,599,235,23.02,64.0,1,1,0
2464,604,242,27.29,63.92,0,1,0
2465,637,260,24.32,65.03,0,1,0
2466,588,252,24.03,63.95,0,1,0
2467,613,298,24.14,65.82,0,0,0
2468,600,279,23.35,60.4,0,1,0
2469,586,245,26.29,68.52,0,0,0
2470,623,258,23.94,67.5,1,1,0
2471,625,295,25.53,67.42,0,1,0
2472,641,277,25.11,64.81,0,1,0
2473,640,272,25.86,65.21,0,1,0
2474,635,266,23.1,65.59,0,0,0
2475,660,251,23.56,65.15,1,1,0
2476,621,250,23.99,64.8,0,0,0
2477,631,239,24.39,67.99,0,1,0
2478,623,267,26.06,67.03,1,1,0
2479,584,229,25.02,67.24,0,1,0
2480,670,288,24.44,67.7,1,0,0
2481,643,263,26.04,64.34,0,1,0
2482,645,282,26.26,65.22,0,1,0
2483,645,289,25.68,68.12,0,1,0
2484,674,239,22.71,68.82,0,1,0
2485,666,289,24.25,69.18,1,1,0
2486,682,224,26.08,66.98,0,0,0
2487,697,226,25.45,65.67,0,1,0
2488,697,258,26.4,67.9,0,0,0
2489,619,288,24.64,66.45,0,1,0
2490,641,298,25.52,65.36,0,0,0
2491,588,242,24.57,66.74,0,1,0
2492,619,282,26.33,66.48,0,1,0
2493,654,225,22.99,70.18,0,1,0
2494,610,252,26.44,64.5,0,0,0
2495,606,267,26.14,64.62,0,1,0
2496,666,285,25.65,63.71,0,1,0
2497,622,262,25.08,65.41,0,1,0
2498,660,222,24.48,66.78,0,1,0
2499,597,286,26.49,67.45,0,1,0
2500,634,265,24.68,68.65,0,0,0
2501,617,241,27.22,67.98,0,0,0
2502,597,262,24.52,67.66,0,0,0
2503,665,258,24.87,67.01,1,1,0
2504,667,281,24.5,66.08,1,1,0
2505,685,226,22.6,67.4,1,1,0
2506,678,252,27.4,68.36,0,0,0
2507,588,225,24.14,68.22,0,1,0
2508,632,238,23.45,63.5,0,1,0
2509,669,240,24.79,64.07,0,1,0
2510,613,255,24.75,68.3,0,0,0
2511,675,273,23.85,67.84,0,1,0
2512,629,264,26.48,64.49,0,1,0
2513,625,294,27.69,63.82,0,0,0
2514,667,281,27.07,69.48,1,1,0
2515,641,253,23.26,68.09,0,1,0
2516,676,257,26.47,64.58,0,0,0
2517,644,286,25.23,64.24,1,1,0
2518,637,240,24.72,63.13,0,1,0
2519,643,268,25.87,67.71,0,0,0
2520,683,240,24.3,67.25,1,0,0
2521,645,290,25.65,66.91,0,1,0
2522,693,252,25.55,68.48,1,1,0
2523,697,224,22.94,65.18,0,1,0
2524,682,275,26.42,62.86,0,1,0
2525,638,296,22.73,63.36,0,0,0
2526,580,227,26.41,66.36,0,0,0
2527,632,277,26.52,65.51,0,0,0
2528,666,252,25.97,65.92,0,1,0
2529,619,224,22.81,68.0,1,0,0
2530,610,226,25.31,66.01,0,1,0
2531,652,229,24.46,60.19,0,1,0
2532,580,276,23.84,65.01,0,1,0
2533,644,281,23.65,62.95,1,1,0
2534,639,259,22.96,66.75,1,0,0
2535,668,273,26.93,68.83,0,0,0
2536,645,291,25.34,64.69,0,1,0
2537,608,275,26.35,67.35,0,0,0
2538,688,249,25.5,68.61,0,1,0
2539,689,223,26.57,66.27,1,0,0
2540,696,298,24.59,66.45,1,0,0
2541,655,284,24.86,65.23,0,0,0
2542,651,241,25.22,66.78,0,1,0
2543,699,233,25.75,68.97,0,1,0
2544,666,270,25.85,64.25,1,1,0
2545,671,258,25.55,63.32,0,0,0
2546,609,293,25.2,65.94,0,1,0
2547,646,234,28.04,65.54,0,1,0
2548,667,288,25.15,67.23,0,0,0
2549,681,263,25.05,62.44,0,1,0
2550,647,224,25.93,68.97,0,0,0
2551,601,265,26.36,63.71,0,0,0
2552,646,242,24.92,66.9,0,0,0
2553,581,241,23.42,66.77,1,1,0
2554,673,238,25.55,63.54,1,0,0
2555,661,273,24.85,66.7,1,0,0
2556,642,258,26.17,65.15,0,0,0
2557,638,252,25.5,65.01,0,1,0
2558,652,230,24.48,67.25,0,1,0
2559,650,250,25.71,64.9,1,1,0
2560,684,227,24.59,68.86,1,1,0
2561,599,228,23.71,66.67,1,0,0
2562,684,282,23.03,63.39,0,1,0
2563,659,281,25.49,67.55,0,1,0
2564,690,258,24.56,66.44,0,1,0
2565,645,275,25.78,64.49,1,1,0
2566,599,267,26.04,63.74,0,0,0
2567,604,293,25.16,66.3,0,1,0
2568,690,288,23.14,66.41,0,0,0
2569,614,284,25.46,62.25,0,1,0
2570,598,261,24.68,66.71,0,1,0
2571,661,270,26.18,68.23,0,0,0
2572,672,224,24.86,63.63,0,1,0
2573,612,229,27.77,63.97,0,1,0
2574,590,243,25.19,67.95,0,1,0
2575,691,266,22.51,65.59,0,1,0
2576,585,285,25.04,63.81,0,0,0
2577,610,235,25.31,63.7,0,1,0
2578,680,275,25.88,65.26,0,1,0
2579,601,280,25.35,68.83,1,1,0
2580,676,234,25.75,66.78,0,0,0
2581,670,224,25.67,68.32,0,1,0
2582,650,289,22.94,68.15,0,1,0
2583,655,244,24.25,64.8,0,1,0
2584,620,238,22.32,68.08,0,0,0
2585,633,283,26.7,65.57,0,1,0
2586,597,299,24.97,65.33,0,1,0
2587,609,274,26.49,66.05,0,0,0
2588,581,275,24.26,63.8,0,1,0
2589,634,239,26.87,66.49,1,0,0
2590,686,281,23.56,69.0,0,1,0
2591,690,262,24.52,67.64,0,0,0
2592,632,282,24.62,68.78,0,1,0
2593,629,274,25.99,66.57,0,0,0
2594,657,224,25.49,65.55,1,0,0
2595,698,240,23.56,66.9,1,0,0
2596,620,264,24.83,65.33,0,1,0
2597,664,264,26.5,67.83,0,1,0
2598,663,264,24.84,64.44,0,1,0
2599,611,225,24.47,65.46,0,0,0
2600,604,232,26.12,66.74,1,1,0
2601,652,240,26.16,63.48,0,1,0
2602,633,261,26.27,68.83,0,0,0
2603,673,253,23.4,62.47,0,0,0
2604,646,247,25.84,66.58,0,0,0
2605,692,234,25.44,64.29,0,0,0
2606,587,291,25.29,64.06,0,0,0
2607,624,232,22.31,67.67,0,0,0
2608,616,228,26.29,65.25,0,0,0
2609,694,288,25.79,64.56,1,0,0
2610,622,248,25.37,67.72,0,0,0
2611,605,237,24.32,69.6,0,1,0
2612,639,252,24.77,62.44,0,1,0
2613,679,223,24.76,68.6,0,0,0
2614,676,239,23.93,64.08,0,0,0
2615,608,259,25.47,63.93,1,1,0
2616,605,228,23.72,64.43,0,1,0
2617,580,288,26.91,67.0,1,1,0
2618,686,232,24.4,65.45,0,1,0
2619,653,244,24.57,68.54,0,0,0
2620,621,261,26.34,67.5,0,1,0
2621,692,296,23.59,65.38,0,0,0
2622,643,283,24.77,67.5,0,0,0
2623,699,272,22.84,65.23,0,1,0
2624,630,229,24.32,63.09,0,1,0
2625,618,227,26.59,61.14,0,1,0
2626,649,280,24.88,66.21,1,0,0
2627,610,272,26.42,70.17,0,0,0
2628,583,221,24.01,68.03,0,1,0
2629,600,280,24.8,63.9,0,0,0
